                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     44,                 1.1096,                 1.3697,                 1.3179,                0.67351,                0.49613,                0.55742,                0.40293,                 1.1929,                 1.1054,                 1.2608,             0.00053104,             0.00053104,             0.00053104
                     45,                 1.1098,                  1.368,                  1.315,                0.64877,                0.52077,                0.56451,                0.41027,                  1.187,                  1.104,                  1.257,             0.00052204,             0.00052204,             0.00052204
                     46,                 1.1005,                 1.3612,                 1.3123,                 0.6713,                0.52356,                0.57709,                0.42096,                 1.1819,                 1.0763,                 1.2523,             0.00051304,             0.00051304,             0.00051304
                     47,                 1.0992,                 1.3532,                 1.3092,                0.61779,                0.50118,                0.52852,                0.37835,                 1.1949,                 1.1503,                 1.2607,             0.00050404,             0.00050404,             0.00050404
                     48,                 1.1032,                 1.3489,                 1.3082,                0.66545,                0.51311,                0.56627,                0.41247,                 1.1755,                 1.0904,                 1.2482,             0.00049504,             0.00049504,             0.00049504
                     49,                 1.0954,                 1.3509,                 1.3041,                0.66281,                0.51257,                0.56662,                0.41189,                 1.1859,                 1.0905,                 1.2506,             0.00048604,             0.00048604,             0.00048604
                     50,                 1.0935,                 1.3359,                 1.3011,                0.66596,                0.51068,                0.56779,                0.41691,                  1.174,                 1.0748,                 1.2445,             0.00047704,             0.00047704,             0.00047704
                     51,                 1.0949,                 1.3367,                  1.301,                 0.6633,                0.51339,                0.56211,                0.41274,                 1.1718,                 1.0814,                 1.2405,             0.00046804,             0.00046804,             0.00046804
                     52,                 1.0937,                 1.3291,                    1.3,                0.68938,                0.52227,                0.59098,                0.43411,                  1.165,                 1.0497,                 1.2382,             0.00045904,             0.00045904,             0.00045904
                     53,                 1.0913,                 1.3226,                 1.2971,                0.69534,                0.52635,                0.59169,                 0.4342,                  1.168,                 1.0465,                 1.2386,             0.00045005,             0.00045005,             0.00045005
                     54,                 1.0825,                 1.3131,                 1.2944,                0.66958,                0.53217,                0.58606,                0.42982,                 1.1695,                 1.0554,                 1.2355,             0.00044105,             0.00044105,             0.00044105
                     55,                 1.0847,                 1.3065,                 1.2915,                0.68664,                0.53008,                0.59556,                0.43977,                 1.1619,                 1.0463,                 1.2327,             0.00043205,             0.00043205,             0.00043205
                     56,                 1.0807,                  1.308,                 1.2903,                0.68312,                0.53025,                0.59197,                0.43532,                 1.1618,                 1.0446,                 1.2324,             0.00042305,             0.00042305,             0.00042305
                     57,                 1.0776,                 1.3043,                 1.2886,                0.68451,                0.52214,                0.58985,                0.43485,                 1.1639,                 1.0494,                 1.2322,             0.00041405,             0.00041405,             0.00041405
                     58,                 1.0796,                 1.2978,                 1.2871,                0.68655,                0.52729,                0.59318,                0.43788,                 1.1573,                  1.049,                 1.2259,             0.00040505,             0.00040505,             0.00040505
                     59,                  1.069,                 1.2878,                 1.2827,                0.68014,                0.53419,                0.59458,                0.43925,                 1.1529,                  1.031,                 1.2233,             0.00039605,             0.00039605,             0.00039605
                     60,                 1.0706,                 1.2868,                 1.2812,                0.67176,                0.54219,                0.59423,                0.43664,                 1.1622,                 1.0336,                 1.2289,             0.00038705,             0.00038705,             0.00038705
                     61,                 1.0666,                 1.2796,                 1.2791,                 0.7163,                0.52612,                0.60514,                0.44787,                 1.1485,                 1.0195,                 1.2212,             0.00037805,             0.00037805,             0.00037805
                     62,                 1.0713,                 1.2767,                 1.2795,                0.65729,                0.54182,                0.58818,                0.43507,                 1.1542,                 1.0288,                 1.2246,             0.00036905,             0.00036905,             0.00036905
                     63,                 1.0664,                 1.2752,                  1.277,                0.68588,                0.53452,                0.58949,                0.43416,                 1.1607,                 1.0452,                 1.2254,             0.00036005,             0.00036005,             0.00036005
                     64,                 1.0644,                 1.2745,                 1.2764,                0.66656,                0.55131,                0.60556,                0.44957,                 1.1544,                 1.0231,                   1.22,             0.00035106,             0.00035106,             0.00035106
                     65,                 1.0631,                 1.2689,                 1.2739,                0.70432,                0.53671,                0.60909,                0.45054,                 1.1503,                 1.0148,                  1.217,             0.00034206,             0.00034206,             0.00034206
                     66,                 1.0582,                 1.2613,                 1.2719,                0.67515,                0.54543,                0.59762,                0.44303,                 1.1467,                 1.0171,                 1.2153,             0.00033306,             0.00033306,             0.00033306
                     67,                 1.0582,                 1.2611,                 1.2724,                0.70455,                0.53314,                0.60554,                0.44717,                 1.1434,                 1.0128,                 1.2149,             0.00032406,             0.00032406,             0.00032406
                     68,                  1.062,                 1.2567,                  1.272,                0.70697,                0.53907,                0.60728,                0.45017,                 1.1489,                 1.0127,                 1.2148,             0.00031506,             0.00031506,             0.00031506
                     69,                  1.053,                 1.2525,                 1.2665,                0.71758,                0.54281,                0.61468,                0.45608,                 1.1419,                 1.0095,                 1.2087,             0.00030606,             0.00030606,             0.00030606
                     70,                 1.0535,                 1.2509,                 1.2705,                0.68051,                0.54905,                0.60651,                0.44854,                 1.1477,                 1.0153,                 1.2136,             0.00029706,             0.00029706,             0.00029706
                     71,                 1.0493,                 1.2423,                 1.2642,                0.72731,                0.54329,                0.62287,                0.46043,                 1.1458,                0.99721,                 1.2126,             0.00028806,             0.00028806,             0.00028806
                     72,                 1.0625,                 1.2404,                 1.2682,                0.70717,                0.54416,                0.61107,                0.45355,                 1.1406,                 1.0013,                 1.2098,             0.00027906,             0.00027906,             0.00027906
                     73,                 1.0492,                  1.236,                 1.2641,                0.70897,                 0.5504,                0.61685,                0.45898,                 1.1352,                0.99488,                 1.2074,             0.00027006,             0.00027006,             0.00027006
                     74,                 1.0442,                 1.2396,                 1.2601,                0.69594,                0.54549,                0.60376,                0.44832,                 1.1407,                 1.0038,                  1.208,             0.00026106,             0.00026106,             0.00026106
                     75,                 1.0483,                 1.2355,                 1.2613,                0.68795,                0.56017,                0.60789,                0.45235,                 1.1369,                  1.004,                  1.204,             0.00025207,             0.00025207,             0.00025207
                     76,                  1.042,                 1.2273,                 1.2599,                0.72575,                0.54462,                0.62325,                0.46362,                 1.1368,                0.99365,                 1.2046,             0.00024307,             0.00024307,             0.00024307
                     77,                 1.0411,                 1.2228,                 1.2566,                0.71195,                0.55973,                0.62478,                0.46548,                 1.1355,                0.98906,                  1.202,             0.00023407,             0.00023407,             0.00023407
                     78,                 1.0401,                 1.2189,                 1.2562,                0.69925,                0.55176,                0.61132,                0.45518,                 1.1363,                0.99271,                 1.2044,             0.00022507,             0.00022507,             0.00022507
                     79,                 1.0373,                 1.2157,                 1.2549,                0.70796,                0.54937,                0.61645,                 0.4578,                 1.1369,                0.98704,                 1.2027,             0.00021607,             0.00021607,             0.00021607
                     80,                 1.0394,                  1.217,                 1.2562,                0.73009,                0.56118,                0.63268,                0.47037,                 1.1356,                 0.9779,                 1.2032,             0.00020707,             0.00020707,             0.00020707
                     81,                 1.0391,                 1.2178,                 1.2553,                 0.7203,                0.54941,                0.62246,                0.46464,                 1.1319,                0.98898,                  1.201,             0.00019807,             0.00019807,             0.00019807
                     82,                  1.038,                 1.2119,                  1.253,                0.71693,                0.56313,                0.63129,                0.47074,                 1.1312,                0.97837,                 1.1996,             0.00018907,             0.00018907,             0.00018907
                     83,                 1.0322,                 1.2109,                 1.2545,                0.71358,                0.54744,                0.61859,                0.46029,                 1.1361,                0.99103,                 1.2004,             0.00018007,             0.00018007,             0.00018007
                     84,                 1.0322,                  1.207,                 1.2504,                 0.7053,                0.55436,                0.62018,                0.46218,                 1.1317,                0.98585,                  1.197,             0.00017107,             0.00017107,             0.00017107
                     85,                 1.0346,                 1.2049,                 1.2496,                0.69853,                0.55733,                 0.6204,                0.46318,                 1.1334,                 0.9869,                 1.1991,             0.00016207,             0.00016207,             0.00016207
                     86,                 1.0305,                 1.2024,                 1.2498,                0.69987,                0.56115,                0.62829,                0.46824,                 1.1311,                0.98052,                 1.1975,             0.00015308,             0.00015308,             0.00015308
                     87,                 1.0275,                 1.1949,                 1.2471,                0.71883,                0.55364,                0.62789,                0.46844,                 1.1303,                0.97533,                 1.1975,             0.00014408,             0.00014408,             0.00014408
                     88,                 1.0299,                 1.1977,                 1.2474,                0.71452,                0.56107,                0.63269,                 0.4725,                 1.1296,                0.97491,                 1.1953,             0.00013508,             0.00013508,             0.00013508
                     89,                 1.0269,                 1.1953,                 1.2466,                0.71189,                0.55927,                0.62823,                0.46828,                 1.1296,                0.97674,                 1.1974,             0.00012608,             0.00012608,             0.00012608
                     90,                 1.0267,                 1.1927,                 1.2453,                0.70091,                0.56227,                0.62702,                0.46727,                 1.1308,                0.97436,                 1.1948,             0.00011708,             0.00011708,             0.00011708
                     91,                 1.0268,                 1.1041,                 1.2184,                 0.7017,                0.56203,                0.62746,                0.46654,                 1.1401,                0.98719,                 1.1984,             0.00010808,             0.00010808,             0.00010808
                     92,                 1.0102,                 1.0566,                 1.2097,                0.71877,                0.55086,                0.62884,                0.46791,                  1.133,                0.98186,                 1.1969,             9.9081e-05,             9.9081e-05,             9.9081e-05
                     93,                  1.003,                 1.0483,                 1.2061,                0.70231,                0.56989,                0.63109,                0.47073,                 1.1275,                0.97471,                 1.1932,             9.0082e-05,             9.0082e-05,             9.0082e-05
                     94,                 1.0016,                 1.0452,                 1.2048,                0.71243,                0.56834,                0.63362,                0.47202,                 1.1261,                0.97253,                 1.1945,             8.1083e-05,             8.1083e-05,             8.1083e-05
                     95,                 1.0019,                 1.0406,                 1.2034,                0.70688,                 0.5588,                0.62417,                0.46559,                 1.1272,                0.97903,                 1.1934,             7.2084e-05,             7.2084e-05,             7.2084e-05
                     96,                0.99759,                 1.0349,                 1.2019,                0.71488,                0.56622,                0.63189,                0.47128,                 1.1241,                0.97385,                 1.1905,             6.3085e-05,             6.3085e-05,             6.3085e-05
                     97,                0.99713,                 1.0328,                 1.2005,                0.72148,                 0.5593,                0.63259,                0.47261,                 1.1242,                0.97115,                 1.1901,             5.4086e-05,             5.4086e-05,             5.4086e-05
                     98,                 0.9953,                 1.0243,                 1.1986,                0.72987,                0.56169,                0.63741,                0.47584,                 1.1235,                 0.9651,                 1.1887,             4.5086e-05,             4.5086e-05,             4.5086e-05
                     99,                0.99315,                 1.0252,                 1.1977,                0.72406,                0.56493,                0.63957,                0.47784,                  1.123,                0.96379,                 1.1889,             3.6087e-05,             3.6087e-05,             3.6087e-05
                    100,                0.99252,                  1.024,                 1.1966,                0.73909,                0.55399,                 0.6383,                0.47655,                 1.1234,                0.96566,                 1.1881,             2.7088e-05,             2.7088e-05,             2.7088e-05
